,h1_固定40,h1_自适应,h5_固定40,h5_自适应
2019-03-21,-0.0008252211995204053,-0.001721387982913681,-0.0018407759652122931,-0.00267303840101092
2019-03-22,-0.0003959030957997988,0.007928773943416125,0.009571972804918671,0.014137650267951756
2019-03-25,0.003384402421435388,-0.0036790898180128827,-0.005679470744327592,-0.008874915587938945
2019-03-26,-0.0033447857150204923,0.0012737410308265877,0.001815482187703641,0.005925001739071128
2019-03-27,0.0042333185373991606,-0.011204092798345652,-0.0009063424792095733,-0.014230597147914076
2019-03-28,0.00011399136609882874,0.0017998012498003629,0.0002384472650250408,0.0015890198349238513
2019-03-29,0.002865485711233609,-0.005839358460113888,-0.00033364325753525777,-0.007892340251506596
2019-04-01,-0.01864816288509371,0.009970254672208913,0.00793401462101761,0.02576360704289296
2019-04-02,0.0054945904925435655,0.023194311060300257,0.005365282899070316,0.023138264942980553
2019-04-03,0.0019616041442571627,0.0033517059920603783,-0.001692544664486245,0.001456960482591163
2019-04-04,-0.003036677029509166,0.004500196358807596,-0.00621330044243751,0.006256194029379645
2019-04-08,-0.004328865481903042,0.0007326263603294999,-0.004501474218444178,0.0028293552211928826
2019-04-09,0.018095334748148496,0.01303685149664875,0.013998022296445135,0.001439276656968417
2019-04-10,-0.008640399605425127,-0.00449280932492085,-0.00719156693466821,0.004242679472447174
2019-04-11,0.0014246392828385457,0.0012642532727284463,0.0012474442813705895,0.0008913307170521651
2019-04-12,0.019796252819668084,0.01825539943351167,0.01920456723117625,0.013523338031146987
2019-04-15,-0.008540750696972004,-0.003770999043481588,-0.009744706212398934,-0.0070754470771159225
2019-04-16,0.020914489049275224,0.019190431596226718,0.02245951038721058,0.01732085669546366
2019-04-17,-0.02198436264296263,-0.022200202253630424,-0.022651243948649,-0.01843032709975827
2019-04-18,-0.0027525993216292836,-0.0010314086775954764,-0.003653788497857344,-0.0030749693187345378
2019-04-19,0.0034313522809263663,0.0012870436544326197,0.004202177953490745,0.003549005096468726
2019-04-22,-0.008708984510840009,-0.008692175519482152,-0.010138141670315223,-0.010138141670315223
2019-04-23,0.007716926709661075,0.00744214769471861,0.007967345275477593,0.007985141390427329
2019-04-24,0.010611219816203795,0.010145879038882694,0.010675068302032287,0.011093857113886762
2019-04-25,-0.0019596496478093196,-0.00183203146636374,-0.002339149868467237,-0.0026675287194504915
2019-04-26,0.02772282389113936,0.025781824423498755,0.034828159143091786,0.03605001290374784
2019-04-29,0.0005544577809701073,-0.001302100601765136,0.0017070551183621257,0.0018218655508453687
2019-04-30,0.01552513828620989,-0.0008888961312236716,0.025397487574136783,0.025482758486623874
2019-05-06,0.012710602933441678,0.001636688562784042,0.015348040473471885,0.022976361847473967
