季度,事件,名称,明细
2022Q3,入库,"ema(ts_max(div(high,close),5),5)",专属cyb IC=+0.079 方向=+1
2022Q3,入库,"ts_er(volume,5)",专属cyb IC=+0.069 方向=-1
2022Q3,入库,"ema(ema(div(ts_er(ts_rank(open,3),5),close),5),5)",专属cyb IC=+0.092 方向=-1
2022Q3,入库,"sub(ts_min(ts_sum(open,244),244),ts_min(ts_sum(close,244),244))",专属hongli IC=+0.028 方向=+1
2022Q3,入库,"abs(delta(volume,3))",专属hongli IC=+0.081 方向=+1
2022Q3,入库,"ts_er(ts_argmin(beta120,10),10)",专属hongli IC=+0.036 方向=-1
2022Q3,入库,"ts_max(ts_corr(ts_corr(close,amount,5),add(close,close),244),3)",专属hongli IC=+0.043 方向=-1
2022Q3,入库,"mul(ts_er(ts_zscore(returns,20),10),delta(ts_tsi(open,244),244))",专属hongli IC=+0.060 方向=+1
2022Q3,入库,"ts_sum(entropy120,60)",专属hongli IC=+0.023 方向=+1
2022Q4,黄牌退役,"ts_std(ts_decay_linear(volume,20),5)",IC=-0.002
2022Q4,立即退役,"ts_std(abs(neg(returns)),3)",IC=-0.061
2022Q4,立即退役,"div(ssqrt(ts_er(div(low,close),5)),close)",IC=-0.029
2022Q4,立即退役,"div(ts_sum(ts_argmax(slog(beta120),20),10),ts_std(high,5))",IC=-0.023
2022Q4,立即退役,"ts_sum(ts_std(close,40),5)",IC=-0.052
2022Q4,黄牌退役,"ts_std(high,3)",IC=-0.007
2022Q4,黄牌退役,"ts_er(sub(open,high),40)",IC=-0.001
2022Q4,立即退役,"ts_slope(ts_tsi(volume,60),10)",IC=-0.024
2022Q4,黄牌退役,"abs(ts_std(high,3))",IC=-0.007
2022Q4,立即退役,"div(volume,ts_corr(ssqrt(low),mul(close,entropy120),244))",IC=-0.062
2022Q4,黄牌退役,"div(low,ts_std(ts_sum(amount,3),5))",IC=-0.005
2022Q4,立即退役,"ts_std(abs(ts_mean(returns,20)),3)",IC=-0.078
2022Q4,立即退役,"ts_tsi(ts_slope(volume,3),40)",IC=-0.061
2022Q4,立即退役,"ts_corr(ts_std(entropy120,120),beta120,20)",IC=-0.032
2022Q4,立即退役,"ts_std(ts_std(ts_max(open,10),20),10)",IC=-0.035
2022Q4,立即退役,"ts_corr(ts_tsi(low,3),delta(div(slog(delta(open,10)),ts_deca",IC=-0.044
2022Q4,立即退役,"ts_argmin(ts_rank(ts_er(ts_zscore(close,244),5),5),3)",IC=-0.034
2022Q4,立即退役,"ts_max(ts_decay_linear(ts_argmin(neg(ts_std(close,5)),10),20",IC=-0.027
2022Q4,立即退役,"ts_max(ts_corr(ts_corr(close,amount,5),add(close,close),244)",IC=-0.071
2022Q4,复职,"abs(ts_zscore(sub(high,open),5))",场外IC=+0.035
2022Q4,复职,"abs(delta(returns,10))",场外IC=+0.045
2022Q4,复职,"abs(delta(div(close,low),10))",场外IC=+0.031
2022Q4,复职,"abs(mul(ts_slope(abs(returns),120),returns))",场外IC=+0.068
2022Q4,复职,"abs(mul(ts_argmax(entropy120,120),returns))",场外IC=+0.043
2022Q4,复职,"abs(delta(sub(beta120,low),20))",场外IC=+0.082
2022Q4,复职,"div(div(ts_std(div(ts_std(returns,3),beta120),3),beta120),be",场外IC=+0.088
2022Q4,复职,"ts_argmax(ts_decay_linear(abs(returns),244),3)",场外IC=+0.032
2022Q4,复职,"ts_std(div(div(ts_std(sub(open,close),3),beta120),beta120),3",场外IC=+0.076
2022Q4,复职,"ts_argmin(entropy120,10)",场外IC=+0.082
2022Q4,入库,"delta(mul(returns,returns),40)",专属hs300 IC=+0.080 方向=+1
2022Q4,入库,"mul(delta(mul(amount,mul(returns,returns)),40),ssqrt(ts_sum(returns,244)))",专属hs300 IC=+0.026 方向=+1
2022Q4,入库,"mul(mul(delta(delta(mul(returns,returns),40),244),amount),amount)",专属hs300 IC=+0.079 方向=+1
2022Q4,入库,"mul(delta(delta(mul(returns,returns),40),40),ssqrt(delta(ts_decay_linear(high,3)",专属hs300 IC=+0.045 方向=+1
2022Q4,入库,"mul(delta(delta(mul(returns,returns),40),5),close)",专属hs300 IC=+0.106 方向=+1
2022Q4,入库,"ts_tsi(ts_corr(returns,open,60),3)",专属hs300 IC=+0.033 方向=+1
2022Q4,入库,"mul(delta(mul(amount,mul(returns,returns)),5),ssqrt(ts_sum(volume,244)))",专属hs300 IC=+0.092 方向=+1
2022Q4,入库,"delay(returns,5)",专属hs300 IC=+0.066 方向=-1
2022Q4,入库,"mul(delta(delta(mul(returns,returns),40),10),amount)",专属hs300 IC=+0.064 方向=+1
2022Q4,入库,"div(add(high,abs(delta(low,3))),low)",专属zz500 IC=+0.075 方向=+1
2022Q4,入库,"ts_sum(div(high,close),3)",专属zz500 IC=+0.161 方向=+1
2022Q4,入库,"ts_argmin(delta(abs(returns),40),3)",专属zz500 IC=+0.046 方向=+1
2022Q4,入库,"abs(ssqrt(ts_zscore(ema(amount,40),20)))",专属zz500 IC=+0.045 方向=+1
2022Q4,入库,"ts_slope(div(high,low),10)",专属zz500 IC=+0.107 方向=+1
2022Q4,入库,"ts_argmin(ts_tsi(entropy120,10),3)",专属zz500 IC=+0.084 方向=+1
2022Q4,入库,"ts_max(ts_std(returns,5),3)",专属zz1000 IC=+0.141 方向=+1
2022Q4,入库,"ts_std(abs(returns),5)",专属zz1000 IC=+0.089 方向=+1
2022Q4,入库,"ts_std(open,5)",专属zz1000 IC=+0.054 方向=+1
2022Q4,入库,"ts_corr(close,returns,20)",专属cyb IC=+0.020 方向=-1
2022Q4,入库,"sign(ts_slope(abs(returns),3))",专属cyb IC=+0.032 方向=+1
2022Q4,入库,"ts_corr(close,entropy120,20)",专属cyb IC=+0.119 方向=+1
2022Q4,入库,"ts_max(slog(ts_corr(close,amount,20)),244)",专属cyb IC=+0.074 方向=+1
2022Q4,入库,"ema(sub(open,ts_argmin(open,244)),120)",专属hongli IC=+0.150 方向=-1
2022Q4,入库,"ts_std(ema(amount,40),3)",专属hongli IC=+0.075 方向=+1
2022Q4,入库,"ts_std(ema(ts_zscore(amount,40),40),3)",专属hongli IC=+0.069 方向=+1
2022Q4,入库,"ts_std(ema(returns,40),3)",专属hongli IC=+0.102 方向=+1
2022Q4,入库,"ema(ts_rank(ts_er(entropy120,3),3),120)",专属hongli IC=+0.050 方向=-1
2022Q4,入库,"ts_std(add(abs(delta(amount,10)),beta120),3)",专属hongli IC=+0.077 方向=+1
2022Q4,入库,"ts_zscore(ts_slope(entropy120,20),10)",专属hongli IC=+0.019 方向=-1
2023Q1,黄牌退役,"ts_min(ts_sum(ts_std(slog(amount),20),20),244)",IC=-0.007
2023Q1,立即退役,"abs(ts_decay_linear(delay(returns,60),40))",IC=-0.028
2023Q1,立即退役,"ts_decay_linear(high,40)",IC=-0.031
2023Q1,黄牌退役,"mul(close,ts_corr(ssqrt(amount),ema(low,10),10))",IC=-0.017
2023Q1,立即退役,"ts_rank(open,3)",IC=-0.043
2023Q1,立即退役,"div(ssqrt(mul(ts_corr(add(amount,close),ts_sum(volume,10),10",IC=-0.077
2023Q1,立即退役,"ts_corr(open,amount,5)",IC=-0.041
2023Q1,黄牌退役,"abs(slog(delta(volume,3)))",IC=-0.010
2023Q1,立即退役,"ts_tsi(ts_rank(open,5),40)",IC=-0.025
2023Q1,立即退役,"ts_std(mul(ts_zscore(beta120,10),ts_min(beta120,244)),3)",IC=-0.065
2023Q1,黄牌退役,"add(slog(delay(volume,20)),slog(ts_max(volume,244)))",IC=-0.006
2023Q1,立即退役,"ts_decay_linear(ts_zscore(ts_slope(amount,5),5),244)",IC=-0.095
2023Q1,立即退役,"abs(mul(mul(ts_slope(ts_slope(volume,3),40),mul(ts_slope(vol",IC=-0.030
2023Q1,立即退役,"abs(mul(ts_slope(volume,10),ts_slope(volume,60)))",IC=-0.028
2023Q1,立即退役,"abs(mul(mul(ts_std(entropy120,120),mul(ts_slope(volume,10),t",IC=-0.021
2023Q1,立即退役,"abs(mul(ts_slope(volume,10),ts_slope(volume,10)))",IC=-0.051
2023Q1,黄牌退役,"add(ts_zscore(volume,5),ts_min(ts_std(high,3),120))",IC=-0.005
2023Q1,立即退役,"abs(delta(add(volume,amount),5))",IC=-0.046
2023Q1,立即退役,"ts_decay_linear(mul(ts_tsi(beta120,244),ts_tsi(beta120,244))",IC=-0.027
2023Q1,立即退役,"mul(mul(ts_tsi(beta120,244),ts_tsi(ts_zscore(ts_std(low,60),",IC=-0.025
2023Q1,立即退役,"ts_min(ts_decay_linear(ssqrt(ts_std(open,40)),244),244)",IC=-0.049
2023Q1,立即退役,"ts_max(ts_tsi(volume,244),10)",IC=-0.056
2023Q1,黄牌退役,"mul(mul(delay(volume,244),ts_argmax(ts_min(low,120),244)),op",IC=-0.013
2023Q1,立即退役,"sub(abs(ts_argmax(ts_er(low,40),120)),ts_argmax(ema(low,120)",IC=-0.048
2023Q1,立即退役,"ts_std(ts_argmax(entropy120,120),20)",IC=-0.032
2023Q1,立即退役,"mul(delta(mul(amount,mul(returns,returns)),40),ssqrt(ts_sum(",IC=-0.081
2023Q1,立即退役,"ts_argmin(delta(abs(returns),40),3)",IC=-0.036
2023Q1,立即退役,"sign(ts_slope(abs(returns),3))",IC=-0.112
2023Q1,复职,"abs(div(high,open))",场外IC=+0.040
2023Q1,复职,"ts_rank(ts_rank(ts_rank(ts_rank(returns,20),5),5),5)",场外IC=+0.050
2023Q1,复职,"ts_zscore(ts_zscore(ts_slope(abs(returns),40),120),120)",场外IC=+0.050
2023Q1,复职,"ts_zscore(ts_std(returns,5),120)",场外IC=+0.029
2023Q1,复职,"ts_rank(ts_argmin(ts_zscore(returns,5),5),244)",场外IC=+0.038
2023Q1,复职,"ts_min(abs(returns),20)",场外IC=+0.030
2023Q1,复职,"ts_max(ts_zscore(ts_std(volume,244),40),120)",场外IC=+0.079
2023Q1,复职,"ts_min(mul(add(ema(amount,40),high),high),244)",场外IC=+0.024
2023Q1,复职,"ts_std(ssqrt(returns),3)",场外IC=+0.074
2023Q1,复职,"ts_min(ts_corr(beta120,beta120,3),5)",场外IC=+0.027
2023Q1,复职,"mul(beta120,ts_zscore(ts_argmax(amount,20),10))",场外IC=+0.046
2023Q1,复职,"sub(sign(volume),abs(abs(ts_std(close,120))))",场外IC=+0.040
2023Q1,复职,"ts_argmax(neg(returns),5)",场外IC=+0.025
2023Q1,复职,"ts_rank(ts_zscore(open,3),120)",场外IC=+0.064
2023Q1,复职,"ssqrt(abs(div(ts_decay_linear(slog(returns),120),close)))",场外IC=+0.036
2023Q1,复职,"ts_std(returns,10)",场外IC=+0.077
2023Q1,复职,"ts_zscore(ts_zscore(low,3),3)",场外IC=+0.038
2023Q1,复职,"div(ts_sum(abs(open),5),mul(sub(open,ts_std(ts_std(volume,40",场外IC=+0.054
2023Q1,复职,"ts_std(ts_std(open,244),3)",场外IC=+0.077
2023Q1,复职,"abs(ts_slope(ssqrt(returns),40))",场外IC=+0.148
2023Q1,复职,"ts_std(mul(returns,mul(ts_max(volume,120),ts_corr(returns,ts",场外IC=+0.056
2023Q1,复职,"ts_std(ts_std(ts_std(amount,40),10),3)",场外IC=+0.142
2023Q1,复职,"abs(ts_std(slog(amount),20))",场外IC=+0.079
2023Q1,复职,"abs(ts_tsi(low,20))",场外IC=+0.147
2023Q1,入库,"ts_zscore(ts_tsi(abs(returns),40),60)",专属hs300 IC=+0.066 方向=+1
2023Q1,入库,"ts_tsi(ts_zscore(div(open,add(high,entropy120)),10),40)",专属hs300 IC=+0.040 方向=-1
2023Q1,入库,"ts_zscore(delta(abs(returns),60),10)",专属hs300 IC=+0.095 方向=+1
2023Q1,入库,"div(delta(open,5),ts_tsi(amount,3))",专属hs300 IC=+0.017 方向=+1
2023Q1,入库,"ts_argmin(ts_argmax(low,3),5)",专属hs300 IC=+0.029 方向=-1
2023Q1,入库,"ts_zscore(ts_tsi(div(ts_tsi(abs(returns),40),abs(returns)),40),60)",专属hs300 IC=+0.051 方向=+1
2023Q1,入库,"ts_zscore(ts_er(ts_tsi(div(low,high),40),60),10)",专属hs300 IC=+0.043 方向=-1
2023Q1,入库,"ts_zscore(ts_tsi(ts_tsi(abs(returns),60),40),60)",专属hs300 IC=+0.058 方向=+1
2023Q1,入库,"ts_tsi(ts_zscore(ts_argmax(volume,5),60),40)",专属hs300 IC=+0.031 方向=-1
2023Q1,入库,"ts_zscore(ts_tsi(ts_zscore(ts_tsi(abs(returns),3),60),40),60)",专属hs300 IC=+0.067 方向=+1
2023Q1,入库,"ssqrt(delta(open,5))",专属hs300 IC=+0.145 方向=-1
2023Q1,入库,"ssqrt(delta(ts_tsi(abs(returns),40),5))",专属hs300 IC=+0.098 方向=+1
2023Q1,入库,"ts_zscore(ts_tsi(ts_tsi(delta(div(open,high),5),40),40),60)",专属hs300 IC=+0.036 方向=-1
2023Q1,入库,"ts_std(ema(neg(high),5),3)",专属zz500 IC=+0.047 方向=+1
2023Q1,入库,"ssqrt(ts_std(slog(close),5))",专属zz500 IC=+0.143 方向=+1
2023Q1,入库,"ts_std(slog(low),3)",专属zz500 IC=+0.098 方向=+1
2023Q1,入库,"ts_tsi(div(open,high),40)",专属zz1000 IC=+0.110 方向=-1
2023Q1,入库,"div(high,ts_std(ts_slope(open,3),5))",专属zz1000 IC=+0.152 方向=-1
2023Q1,入库,"ts_max(div(low,high),5)",专属zz1000 IC=+0.193 方向=-1
2023Q1,入库,"ts_tsi(div(open,high),244)",专属zz1000 IC=+0.088 方向=-1
2023Q1,入库,"ts_std(close,5)",专属zz1000 IC=+0.096 方向=+1
2023Q1,入库,"div(low,ts_std(low,40))",专属zz1000 IC=+0.096 方向=-1
2023Q1,入库,"ts_std(ema(open,40),10)",专属zz1000 IC=+0.060 方向=+1
2023Q1,入库,"slog(ts_tsi(ts_rank(open,40),5))",专属cyb IC=+0.127 方向=-1
2023Q1,入库,"ts_tsi(ts_rank(ts_tsi(ts_rank(open,40),5),40),5)",专属cyb IC=+0.022 方向=-1
2023Q1,入库,"ts_tsi(delta(ts_rank(amount,40),20),5)",专属cyb IC=+0.038 方向=-1
2023Q1,入库,"ts_tsi(ts_slope(ts_rank(ts_rank(amount,120),40),20),5)",专属cyb IC=+0.046 方向=-1
2023Q1,入库,"slog(mul(high,ts_min(ema(close,244),120)))",专属hongli IC=+0.241 方向=-1
2023Q1,入库,"sub(ts_corr(beta120,ts_er(volume,20),244),close)",专属hongli IC=+0.226 方向=+1
2023Q1,入库,"delay(slog(div(delay(close,10),entropy120)),244)",专属hongli IC=+0.075 方向=-1
2023Q1,入库,"abs(delta(amount,3))",专属hongli IC=+0.049 方向=+1
2023Q1,入库,"delay(slog(mul(delay(volume,10),close)),244)",专属hongli IC=+0.052 方向=-1
2023Q1,入库,"ts_min(open,120)",专属hongli IC=+0.107 方向=-1
2023Q1,入库,"delay(div(ts_corr(returns,entropy120,10),ts_max(close,244)),10)",专属hongli IC=+0.050 方向=+1
2023Q1,入库,"ts_tsi(ts_std(high,5),10)",专属hongli IC=+0.050 方向=+1
2023Q1,入库,"ts_rank(volume,5)",专属hongli IC=+0.040 方向=+1
2023Q2,立即退役,"div(ts_max(delay(beta120,120),244),ssqrt(ts_slope(high,120))",IC=-0.038
2023Q2,黄牌退役,"ts_rank(ts_tsi(ts_corr(volume,returns,3),3),120)",IC=-0.010
2023Q2,立即退役,"ts_sum(div(low,high),3)",IC=-0.055
2023Q2,立即退役,"abs(ts_zscore(sub(high,open),5))",IC=-0.081
2023Q2,立即退役,"div(volume,sub(ts_tsi(returns,10),ts_argmin(returns,10)))",IC=-0.035
2023Q2,立即退役,"mul(beta120,ts_zscore(ts_argmax(amount,20),10))",IC=-0.059
2023Q2,立即退役,"ts_argmax(div(abs(low),ts_sum(volume,5)),3)",IC=-0.039
2023Q2,立即退役,"ts_std(ema(mul(entropy120,volume),40),5)",IC=-0.024
2023Q2,立即退役,"ts_std(ts_corr(open,ts_zscore(amount,5),60),5)",IC=-0.047
2023Q2,立即退役,"div(div(div(ts_std(returns,20),ts_rank(div(open,high),5)),ts",IC=-0.023
2023Q2,立即退役,"ts_er(div(ts_std(div(open,high),20),high),120)",IC=-0.046
2023Q2,立即退役,"slog(ts_decay_linear(beta120,20))",IC=-0.060
2023Q2,立即退役,"abs(div(high,ts_er(volume,20)))",IC=-0.077
2023Q2,黄牌退役,"abs(mul(mul(ts_slope(volume,10),ts_slope(ts_std(entropy120,1",IC=-0.009
2023Q2,立即退役,"mul(sub(delay(ts_std(volume,3),120),volume),ts_std(entropy12",IC=-0.069
2023Q2,立即退役,"ts_std(ts_std(ts_std(ts_std(volume,40),40),3),3)",IC=-0.055
2023Q2,立即退役,"div(ts_argmax(volume,40),sub(high,low))",IC=-0.061
2023Q2,立即退役,"ts_er(sub(high,low),60)",IC=-0.022
2023Q2,立即退役,"abs(ts_zscore(volume,40))",IC=-0.054
2023Q2,立即退役,"abs(ts_zscore(volume,20))",IC=-0.046
2023Q2,黄牌退役,"div(div(mul(open,beta120),sub(low,high)),ts_std(delay(slog(c",IC=-0.010
2023Q2,立即退役,"abs(neg(abs(slog(delta(high,5)))))",IC=-0.027
2023Q2,立即退役,"sub(ts_min(ts_sum(open,244),244),ts_min(ts_sum(close,244),24",IC=-0.025
2023Q2,立即退役,"abs(delta(volume,3))",IC=-0.028
2023Q2,立即退役,"ts_sum(entropy120,60)",IC=-0.039
2023Q2,立即退役,"ts_corr(close,returns,20)",IC=-0.026
2023Q2,黄牌退役,"ts_std(ema(ts_zscore(amount,40),40),3)",IC=-0.016
2023Q2,立即退役,"ts_std(add(abs(delta(amount,10)),beta120),3)",IC=-0.027
2023Q2,立即退役,"div(delta(open,5),ts_tsi(amount,3))",IC=-0.080
2023Q2,立即退役,"ts_zscore(ts_er(ts_tsi(div(low,high),40),60),10)",IC=-0.021
2023Q2,立即退役,"ts_zscore(ts_tsi(ts_tsi(delta(div(open,high),5),40),40),60)",IC=-0.041
2023Q2,立即退役,"delay(slog(div(delay(close,10),entropy120)),244)",IC=-0.044
2023Q2,立即退役,"delay(div(ts_corr(returns,entropy120,10),ts_max(close,244)),",IC=-0.023
2023Q2,立即退役,"ts_rank(volume,5)",IC=-0.035
2023Q2,复职,"delta(ts_rank(ts_zscore(open,5),244),5)",场外IC=+0.071
2023Q2,复职,"div(add(low,ts_argmax(ts_corr(volume,high,10),244)),high)",场外IC=+0.092
2023Q2,复职,"abs(div(ts_mean(returns,20),amount))",场外IC=+0.085
2023Q2,复职,"delay(ts_tsi(ts_tsi(high,60),60),40)",场外IC=+0.054
2023Q2,复职,"ts_argmax(delay(returns,40),5)",场外IC=+0.056
2023Q2,复职,"div(ts_std(ts_std(volume,5),10),open)",场外IC=+0.024
2023Q2,复职,"ts_argmin(ts_mean(abs(open),10),120)",场外IC=+0.030
2023Q2,复职,"ts_decay_linear(div(open,high),3)",场外IC=+0.070
2023Q2,复职,"abs(mul(mul(volume,ts_zscore(amount,10)),ts_tsi(ts_argmax(cl",场外IC=+0.070
2023Q2,复职,"ts_max(ts_slope(ts_tsi(amount,40),10),244)",场外IC=+0.040
2023Q2,复职,"ts_tsi(volume,60)",场外IC=+0.027
2023Q2,复职,"abs(ts_std(open,10))",场外IC=+0.076
2023Q2,复职,"div(ts_argmax(high,244),ts_tsi(amount,40))",场外IC=+0.053
2023Q2,复职,"delta(abs(returns),60)",场外IC=+0.127
2023Q2,入库,"ts_corr(ts_corr(ts_min(entropy120,5),returns,10),high,3)",专属hs300 IC=+0.048 方向=-1
2023Q2,入库,"abs(ts_corr(open,high,3))",专属hs300 IC=+0.038 方向=+1
2023Q2,入库,"abs(ts_corr(open,close,3))",专属hs300 IC=+0.079 方向=+1
2023Q2,入库,"ts_corr(ts_corr(ts_min(entropy120,5),returns,10),open,3)",专属hs300 IC=+0.026 方向=-1
2023Q2,入库,"ts_corr(ts_corr(ts_min(entropy120,5),returns,10),low,3)",专属hs300 IC=+0.053 方向=-1
2023Q2,入库,"abs(ts_zscore(high,40))",专属hs300 IC=+0.043 方向=+1
2023Q2,入库,"abs(ts_zscore(open,3))",专属hs300 IC=+0.035 方向=+1
2023Q2,入库,"ts_corr(close,close,5)",专属zz500 IC=+0.127 方向=-1
2023Q2,入库,"ts_slope(ts_max(volume,20),3)",专属zz500 IC=+0.101 方向=+1
2023Q2,入库,"abs(ts_min(high,244))",专属zz500 IC=+0.031 方向=-1
2023Q2,入库,"ema(abs(returns),20)",专属zz500 IC=+0.137 方向=+1
2023Q2,入库,"div(open,ts_max(high,5))",专属zz1000 IC=+0.178 方向=-1
2023Q2,入库,"div(open,sub(ts_std(ts_max(volume,5),3),high))",专属zz1000 IC=+0.046 方向=+1
2023Q2,入库,"ts_er(ssqrt(ts_argmin(ssqrt(amount),10)),5)",专属cyb IC=+0.055 方向=-1
2023Q2,入库,"ts_er(ts_er(ts_er(open,244),5),5)",专属cyb IC=+0.063 方向=-1
2023Q2,入库,"ts_slope(sign(ts_zscore(slog(amount),10)),5)",专属cyb IC=+0.049 方向=-1
2023Q2,入库,"ts_er(ssqrt(ts_zscore(ts_er(high,120),3)),5)",专属cyb IC=+0.055 方向=-1
2023Q2,入库,open,专属kc50 IC=+0.131 方向=-1
2023Q2,入库,"ts_std(ts_zscore(close,40),40)",专属kc50 IC=+0.082 方向=-1
2023Q2,入库,"ts_argmin(sub(open,close),3)",专属kc50 IC=+0.057 方向=-1
2023Q2,入库,"ema(amount,20)",专属kc50 IC=+0.079 方向=-1
2023Q2,入库,"neg(delay(high,60))",专属kc50 IC=+0.078 方向=+1
2023Q2,入库,abs(ssqrt(returns)),专属kc50 IC=+0.077 方向=+1
2023Q2,入库,"delay(delay(ssqrt(returns),20),20)",专属kc50 IC=+0.027 方向=-1
2023Q2,入库,"ts_min(add(low,ts_mean(ts_max(low,5),244)),20)",专属hongli IC=+0.034 方向=-1
2023Q2,入库,"add(close,ts_mean(ts_max(low,5),244))",专属hongli IC=+0.265 方向=-1
2023Q2,入库,"add(delta(delta(low,20),5),ts_mean(high,244))",专属hongli IC=+0.187 方向=-1
2023Q2,入库,"ts_min(open,40)",专属hongli IC=+0.047 方向=-1
2023Q2,入库,"ts_corr(volume,amount,20)",专属hongli IC=+0.017 方向=+1
2023Q2,入库,"ts_min(slog(close),20)",专属hongli IC=+0.101 方向=-1
2023Q2,入库,"ts_argmax(abs(returns),5)",专属hongli IC=+0.027 方向=-1
2023Q3,立即退役,"ts_std(open,10)",IC=-0.032
2023Q3,立即退役,"ts_zscore(ts_std(returns,5),120)",IC=-0.038
2023Q3,立即退役,"ts_rank(ts_argmin(ts_zscore(returns,5),5),244)",IC=-0.032
2023Q3,立即退役,"ts_std(sub(ts_argmin(div(beta120,beta120),244),beta120),3)",IC=-0.021
2023Q3,立即退役,"ts_zscore(ts_std(volume,244),40)",IC=-0.029
2023Q3,立即退役,"ts_zscore(delta(volume,60),3)",IC=-0.074
2023Q3,黄牌退役,"ts_min(mul(add(ema(amount,40),high),high),244)",IC=-0.020
2023Q3,立即退役,"ts_min(ts_corr(beta120,beta120,3),5)",IC=-0.030
2023Q3,立即退役,"sub(neg(ts_std(div(volume,open),244)),div(abs(returns),open)",IC=-0.084
2023Q3,立即退役,"div(volume,sub(ts_std(ssqrt(volume),5),close))",IC=-0.022
2023Q3,立即退役,"ts_max(ts_std(returns,10),60)",IC=-0.042
2023Q3,立即退役,"ts_zscore(ts_zscore(low,3),3)",IC=-0.082
2023Q3,立即退役,"ts_std(ts_std(volume,244),40)",IC=-0.043
2023Q3,立即退役,"div(ts_zscore(ts_zscore(returns,5),5),ts_zscore(returns,5))",IC=-0.100
2023Q3,立即退役,"ts_std(ts_std(open,244),3)",IC=-0.030
2023Q3,立即退役,"ts_std(div(add(returns,ts_corr(open,returns,244)),beta120),1",IC=-0.022
2023Q3,立即退役,"ts_std(ts_std(div(add(returns,ts_corr(open,returns,244)),bet",IC=-0.073
2023Q3,立即退役,"ts_std(ts_std(returns,3),5)",IC=-0.049
2023Q3,立即退役,"ts_std(div(high,low),3)",IC=-0.030
2023Q3,立即退役,"ts_std(ts_max(close,120),3)",IC=-0.020
2023Q3,立即退役,"ts_tsi(volume,60)",IC=-0.041
2023Q3,黄牌退役,"mul(abs(ts_tsi(entropy120,40)),ssqrt(volume))",IC=-0.014
2023Q3,立即退役,"ts_corr(ts_tsi(low,3),delta(div(abs(ts_rank(close,3)),volume",IC=-0.027
2023Q3,立即退役,"ts_zscore(ts_slope(entropy120,20),10)",IC=-0.051
2023Q3,立即退役,"ts_std(ema(open,40),10)",IC=-0.066
2023Q3,立即退役,"abs(delta(amount,3))",IC=-0.030
2023Q3,立即退役,"ts_er(ts_er(ts_er(open,244),5),5)",IC=-0.051
2023Q3,立即退役,"ts_slope(sign(ts_zscore(slog(amount),10)),5)",IC=-0.046
2023Q3,立即退役,"ts_std(ts_zscore(close,40),40)",IC=-0.024
2023Q3,复职,"sub(high,open)",场外IC=+0.040
2023Q3,复职,"mul(ts_max(returns,20),ts_rank(delta(returns,3),3))",场外IC=+0.024
2023Q3,复职,"ts_std(high,20)",场外IC=+0.062
2023Q3,复职,"abs(ts_sum(ssqrt(returns),10))",场外IC=+0.036
2023Q3,复职,"ts_std(ema(high,10),10)",场外IC=+0.088
2023Q3,复职,"ts_std(ts_slope(open,3),5)",场外IC=+0.053
2023Q3,复职,"ts_zscore(abs(returns),3)",场外IC=+0.049
2023Q3,复职,"delay(delta(ts_corr(open,div(low,close),244),3),5)",场外IC=+0.084
2023Q3,复职,"ts_corr(ts_decay_linear(amount,40),ts_max(amount,3),10)",场外IC=+0.026
2023Q3,复职,"ts_std(ema(ssqrt(volume),5),5)",场外IC=+0.053
2023Q3,复职,"ts_zscore(delta(sub(open,close),5),10)",场外IC=+0.106
2023Q3,复职,"abs(mul(mul(ts_slope(ts_slope(volume,3),40),delta(volume,244",场外IC=+0.038
2023Q3,入库,"abs(ts_zscore(slog(mul(high,slog(amount))),20))",专属hs300 IC=+0.087 方向=+1
2023Q3,入库,"delta(delta(open,5),5)",专属hs300 IC=+0.109 方向=-1
2023Q3,入库,"mul(ts_min(ema(open,244),60),open)",专属hs300 IC=+0.254 方向=-1
2023Q3,入库,"mul(ts_min(ema(ts_er(ts_min(volume,40),60),3),60),open)",专属hs300 IC=+0.204 方向=+1
2023Q3,入库,"delta(abs(ts_zscore(volume,20)),60)",专属hs300 IC=+0.040 方向=+1
2023Q3,入库,"ts_tsi(delta(abs(ts_er(neg(close),20)),5),3)",专属hs300 IC=+0.078 方向=+1
2023Q3,入库,"delta(ts_tsi(abs(ts_er(volume,20)),3),40)",专属hs300 IC=+0.052 方向=+1
2023Q3,入库,"delta(abs(ts_er(volume,20)),40)",专属hs300 IC=+0.058 方向=+1
2023Q3,入库,"ema(div(high,returns),5)",专属zz500 IC=+0.068 方向=-1
2023Q3,入库,"ema(div(high,abs(returns)),5)",专属zz500 IC=+0.139 方向=-1
2023Q3,入库,"ts_std(slog(amount),20)",专属zz1000 IC=+0.033 方向=+1
2023Q3,入库,"ts_std(slog(amount),5)",专属zz1000 IC=+0.064 方向=+1
2023Q3,入库,"ts_std(ts_tsi(volume,244),20)",专属zz1000 IC=+0.094 方向=+1
2023Q3,入库,"ts_er(abs(neg(ssqrt(returns))),40)",专属zz1000 IC=+0.098 方向=+1
2023Q3,入库,"ts_std(abs(returns),10)",专属zz1000 IC=+0.096 方向=+1
2023Q3,入库,"ts_tsi(ts_zscore(open,3),5)",专属cyb IC=+0.092 方向=-1
2023Q3,入库,"delay(delay(open,244),40)",专属cyb IC=+0.044 方向=-1
2023Q3,入库,"delay(delay(ts_min(amount,5),244),120)",专属cyb IC=+0.050 方向=-1
2023Q3,入库,"delay(ts_tsi(volume,244),120)",专属cyb IC=+0.076 方向=+1
