季度,事件,名称,明细
2017Q2,复职,"ts_std(open,3)",场外IC=+0.083
2017Q2,入库,"div(delay(entropy120,40),sub(high,low))",专属hs300 IC=+0.085 方向=-1
2017Q2,入库,"div(ts_tsi(ema(volume,3),3),abs(ssqrt(low)))",专属hs300 IC=+0.051 方向=+1
2017Q2,入库,"mul(volume,mul(volume,ts_zscore(ts_er(volume,120),40)))",专属hs300 IC=+0.023 方向=+1
2017Q2,入库,"ts_corr(high,amount,60)",专属hs300 IC=+0.016 方向=+1
2017Q2,入库,"div(low,ts_std(ts_std(amount,5),10))",专属zz500 IC=+0.057 方向=-1
2017Q2,入库,"ts_zscore(ts_std(volume,244),40)",专属zz500 IC=+0.072 方向=+1
2017Q2,入库,"ts_tsi(abs(slog(returns)),244)",专属zz500 IC=+0.070 方向=+1
2017Q2,入库,"div(add(low,ts_argmax(ts_corr(volume,high,10),244)),high)",专属zz500 IC=+0.160 方向=-1
2017Q2,入库,"ts_max(ts_zscore(ts_std(volume,244),40),120)",专属zz500 IC=+0.047 方向=+1
2017Q2,入库,"ts_argmin(div(open,high),5)",专属zz1000 IC=+0.158 方向=-1
2017Q2,入库,"ts_argmax(slog(returns),10)",专属zz1000 IC=+0.041 方向=-1
2017Q2,入库,"ts_std(ts_std(neg(returns),3),3)",专属zz1000 IC=+0.087 方向=+1
2017Q2,入库,"abs(div(ts_mean(returns,20),amount))",专属zz1000 IC=+0.130 方向=+1
2017Q2,入库,"ts_std(abs(ts_zscore(open,244)),3)",专属zz1000 IC=+0.036 方向=+1
2017Q2,入库,"ts_rank(div(low,close),5)",专属cyb IC=+0.078 方向=-1
2017Q2,入库,"ts_decay_linear(neg(ts_argmax(entropy120,3)),20)",专属cyb IC=+0.046 方向=+1
2017Q2,入库,"ts_zscore(ts_slope(ts_rank(returns,244),5),5)",专属cyb IC=+0.084 方向=+1
2017Q2,入库,"ts_er(neg(mul(volume,returns)),3)",专属cyb IC=+0.041 方向=-1
2017Q2,入库,"ts_rank(ts_rank(ts_rank(ts_rank(ts_slope(returns,60),5),5),244),40)",专属cyb IC=+0.038 方向=+1
2017Q2,入库,"ts_rank(ts_rank(ts_sum(returns,120),120),5)",专属cyb IC=+0.033 方向=+1
2017Q2,入库,"ts_rank(ts_rank(ts_rank(ts_rank(ts_rank(returns,5),5),60),5),5)",专属cyb IC=+0.065 方向=+1
2017Q2,入库,"add(delay(ema(beta120,5),20),ts_rank(amount,10))",专属cyb IC=+0.071 方向=-1
2017Q2,入库,"ts_rank(div(high,low),20)",专属hongli IC=+0.113 方向=+1
2017Q2,入库,"ts_zscore(delta(volume,60),3)",专属hongli IC=+0.046 方向=+1
2017Q3,立即退役,"div(div(div(high,ts_rank(ts_zscore(returns,60),120)),ts_rank",IC=-0.028
2017Q3,立即退役,"delta(ts_zscore(ts_zscore(neg(div(close,low)),10),5),5)",IC=-0.022
2017Q3,立即退役,"ts_zscore(ts_zscore(delta(ts_zscore(ts_er(returns,5),5),5),5",IC=-0.055
2017Q3,立即退役,"div(div(low,ts_std(mul(high,beta120),120)),entropy120)",IC=-0.092
2017Q3,立即退役,"div(close,abs(ts_sum(abs(returns),3)))",IC=-0.023
2017Q3,立即退役,"add(ema(ts_er(volume,120),20),delta(ts_std(volume,120),10))",IC=-0.028
2017Q3,立即退役,"ts_zscore(ts_zscore(ts_zscore(ts_er(ts_zscore(returns,5),5),",IC=-0.096
2017Q3,立即退役,"ts_argmax(delay(ts_min(low,3),5),40)",IC=-0.033
2017Q3,立即退役,"ts_std(div(open,beta120),3)",IC=-0.109
2017Q3,立即退役,"abs(ts_max(div(ts_decay_linear(mul(returns,beta120),10),beta",IC=-0.040
2017Q3,立即退役,"sub(high,open)",IC=-0.102
2017Q3,立即退役,"ts_rank(ts_er(open,5),3)",IC=-0.076
2017Q3,立即退役,"ts_sum(ts_corr(ts_sum(ts_corr(low,high,10),120),high,10),120",IC=-0.030
2017Q3,立即退役,"abs(ts_sum(returns,120))",IC=-0.091
2017Q3,立即退役,"ts_corr(high,amount,60)",IC=-0.041
2017Q3,立即退役,"ts_rank(ts_rank(ts_rank(ts_rank(ts_slope(returns,60),5),5),2",IC=-0.052
2017Q3,立即退役,"ts_rank(ts_rank(ts_sum(returns,120),120),5)",IC=-0.043
2017Q3,复职,"neg(div(div(volume,ts_min(volume,5)),ts_min(ts_min(high,40),",场外IC=+0.033
2017Q3,复职,"ts_std(abs(high),10)",场外IC=+0.142
2017Q3,入库,"sub(ts_decay_linear(ts_tsi(returns,40),3),ts_tsi(volume,244))",专属hs300 IC=+0.097 方向=-1
2017Q3,入库,"ts_slope(amount,5)",专属hs300 IC=+0.050 方向=+1
2017Q3,入库,"sub(ts_tsi(ts_argmax(mul(amount,open),120),244),ts_tsi(ts_argmax(mul(amount,low)",专属hs300 IC=+0.035 方向=-1
2017Q3,入库,"ts_tsi(ts_argmax(ts_tsi(entropy120,60),120),244)",专属hs300 IC=+0.090 方向=+1
2017Q3,入库,"abs(ts_tsi(returns,120))",专属hs300 IC=+0.037 方向=+1
2017Q3,入库,"ts_std(abs(volume),10)",专属zz500 IC=+0.051 方向=+1
2017Q3,入库,"div(close,ts_std(close,3))",专属zz500 IC=+0.067 方向=-1
2017Q3,入库,"div(ts_std(ts_std(neg(volume),244),244),open)",专属zz500 IC=+0.141 方向=+1
2017Q3,入库,"div(div(high,ts_std(neg(volume),244)),div(sub(volume,ts_decay_linear(ts_min(volu",专属zz500 IC=+0.062 方向=-1
2017Q3,入库,"ts_slope(ts_min(ts_std(neg(volume),60),60),60)",专属zz500 IC=+0.139 方向=+1
2017Q3,入库,"ts_max(ssqrt(returns),3)",专属zz1000 IC=+0.059 方向=+1
2017Q3,入库,"abs(ts_slope(returns,3))",专属zz1000 IC=+0.085 方向=+1
2017Q3,入库,"abs(ts_max(ssqrt(ema(returns,40)),3))",专属zz1000 IC=+0.075 方向=+1
2017Q3,入库,"ts_zscore(sub(high,low),10)",专属zz1000 IC=+0.104 方向=+1
2017Q3,入库,"ts_std(neg(volume),5)",专属zz1000 IC=+0.039 方向=+1
2017Q3,入库,"sub(low,close)",专属zz1000 IC=+0.079 方向=-1
2017Q3,入库,"abs(ts_max(ts_zscore(div(returns,beta120),20),3))",专属zz1000 IC=+0.049 方向=+1
2017Q3,入库,"ts_std(ts_mean(ssqrt(amount),60),5)",专属zz1000 IC=+0.016 方向=+1
2017Q3,入库,"abs(delta(returns,3))",专属zz1000 IC=+0.114 方向=+1
2017Q3,入库,"abs(abs(ts_zscore(ts_slope(high,40),120)))",专属zz1000 IC=+0.109 方向=+1
2017Q3,入库,"mul(ts_max(mul(ts_max(returns,20),ts_rank(ts_zscore(returns,3),5)),20),ts_zscore",专属cyb IC=+0.035 方向=+1
2017Q3,入库,"mul(ts_max(returns,20),ts_rank(delta(returns,3),3))",专属cyb IC=+0.053 方向=+1
2017Q3,入库,"mul(ts_max(mul(ts_max(returns,20),ts_er(delta(open,120),60)),20),ts_zscore(mul(t",专属cyb IC=+0.093 方向=+1
2017Q3,入库,"mul(ts_max(returns,20),ts_argmin(returns,5))",专属cyb IC=+0.034 方向=+1
2017Q3,入库,"mul(ts_max(returns,20),ts_rank(ts_std(returns,3),5))",专属cyb IC=+0.056 方向=+1
2017Q3,入库,"mul(ts_zscore(returns,120),ts_zscore(ts_zscore(returns,5),120))",专属cyb IC=+0.081 方向=+1
2017Q3,入库,"div(ts_min(neg(volume),60),close)",专属cyb IC=+0.253 方向=-1
2017Q3,入库,"div(volume,delay(ts_rank(add(returns,amount),5),3))",专属hongli IC=+0.098 方向=+1
2017Q3,入库,"div(ssqrt(mul(ts_rank(delta(volume,244),20),volume)),open)",专属hongli IC=+0.062 方向=+1
2017Q3,入库,"div(ssqrt(mul(ts_corr(add(amount,close),ts_sum(volume,10),10),volume)),high)",专属hongli IC=+0.052 方向=+1
2017Q3,入库,"abs(ts_zscore(sub(high,open),5))",专属hongli IC=+0.037 方向=+1
2017Q4,立即退役,元老:动量244扣20,IC=-0.035
2017Q4,黄牌退役,"sub(close,ts_decay_linear(amount,244))",IC=-0.011
2017Q4,立即退役,"div(div(close,ts_rank(div(close,low),120)),ts_zscore(div(clo",IC=-0.038
2017Q4,立即退役,"ema(div(open,high),5)",IC=-0.036
2017Q4,立即退役,"ssqrt(ts_tsi(ts_zscore(ts_rank(ts_er(returns,120),10),5),5))",IC=-0.027
2017Q4,立即退役,"mul(ts_argmin(open,3),ts_max(ts_min(ts_sum(high,40),244),60)",IC=-0.045
2017Q4,立即退役,"mul(mul(open,beta120),beta120)",IC=-0.045
2017Q4,黄牌退役,"add(returns,ts_std(ts_rank(returns,120),20))",IC=-0.002
2017Q4,立即退役,"ts_std(ts_corr(amount,returns,10),244)",IC=-0.038
2017Q4,立即退役,"ts_std(ts_tsi(add(returns,high),40),3)",IC=-0.054
2017Q4,立即退役,"delta(ts_rank(ts_zscore(open,5),244),5)",IC=-0.086
2017Q4,立即退役,"ts_rank(ts_argmin(ts_zscore(returns,5),5),244)",IC=-0.050
2017Q4,立即退役,"delay(high,40)",IC=-0.026
2017Q4,立即退役,"ts_argmax(ts_rank(low,60),244)",IC=-0.030
2017Q4,黄牌退役,"abs(ema(returns,3))",IC=-0.008
2017Q4,立即退役,"ts_rank(div(low,close),3)",IC=-0.032
2017Q4,立即退役,"ts_rank(ssqrt(sub(high,open)),3)",IC=-0.071
2017Q4,立即退役,"ts_rank(open,3)",IC=-0.043
2017Q4,立即退役,"mul(volume,mul(volume,ts_zscore(ts_er(volume,120),40)))",IC=-0.040
2017Q4,立即退役,"ts_decay_linear(neg(ts_argmax(entropy120,3)),20)",IC=-0.040
2017Q4,立即退役,"ts_rank(ts_rank(ts_rank(ts_rank(ts_rank(returns,5),5),60),5)",IC=-0.055
2017Q4,立即退役,"ts_std(abs(volume),10)",IC=-0.041
2017Q4,立即退役,"mul(ts_max(returns,20),ts_argmin(returns,5))",IC=-0.023
2017Q4,复职,"abs(div(ts_sum(amount,244),mul(returns,ts_decay_linear(ts_ts",场外IC=+0.036
2017Q4,复职,"ts_rank(ema(div(low,high),120),5)",场外IC=+0.168
2017Q4,复职,"ts_min(ssqrt(open),244)",场外IC=+0.087
2017Q4,入库,"ts_min(high,244)",专属hs300 IC=+0.052 方向=-1
2017Q4,入库,"ts_min(mul(add(ema(amount,40),high),high),244)",专属hs300 IC=+0.044 方向=-1
2017Q4,入库,"ts_min(ts_rank(volume,3),3)",专属hs300 IC=+0.108 方向=+1
2017Q4,入库,"neg(neg(ts_argmin(beta120,20)))",专属hs300 IC=+0.018 方向=-1
2017Q4,入库,"sub(div(open,high),ts_max(delta(delay(returns,10),244),60))",专属zz500 IC=+0.100 方向=-1
2017Q4,入库,"ts_std(ssqrt(returns),3)",专属zz1000 IC=+0.136 方向=+1
2017Q4,入库,"ts_zscore(sub(high,open),20)",专属zz1000 IC=+0.092 方向=+1
2017Q4,入库,"ts_std(ts_decay_linear(delta(low,10),10),10)",专属zz1000 IC=+0.068 方向=+1
2017Q4,入库,"add(mul(mul(returns,mul(returns,ts_argmin(beta120,3))),open),ts_mean(entropy120,",专属zz1000 IC=+0.064 方向=+1
2017Q4,入库,"ts_rank(sign(ts_tsi(ssqrt(open),20)),5)",专属cyb IC=+0.099 方向=+1
2017Q4,入库,"ts_rank(ts_rank(ts_argmax(ts_rank(returns,244),120),5),5)",专属cyb IC=+0.059 方向=-1
2017Q4,入库,"mul(returns,sub(ts_decay_linear(returns,244),delta(delay(amount,20),120)))",专属cyb IC=+0.085 方向=-1
2017Q4,入库,"ts_min(ts_corr(beta120,beta120,3),5)",专属cyb IC=+0.089 方向=-1
2017Q4,入库,"ts_std(high,20)",专属cyb IC=+0.061 方向=+1
2017Q4,入库,"div(volume,sub(ts_tsi(returns,10),ts_argmin(returns,10)))",专属hongli IC=+0.088 方向=-1
2017Q4,入库,"ts_er(volume,244)",专属hongli IC=+0.050 方向=+1
2017Q4,入库,"ts_corr(open,amount,5)",专属hongli IC=+0.162 方向=+1
2017Q4,入库,"neg(ts_std(beta120,120))",专属hongli IC=+0.030 方向=-1
2018Q1,立即退役,"abs(div(high,open))",IC=-0.031
2018Q1,立即退役,"div(close,low)",IC=-0.022
2018Q1,立即退役,"ts_sum(ts_corr(low,close,10),120)",IC=-0.027
2018Q1,立即退役,"div(beta120,ts_corr(high,volume,20))",IC=-0.067
2018Q1,立即退役,"ts_std(neg(volume),5)",IC=-0.049
2018Q1,立即退役,"neg(neg(ts_argmin(beta120,20)))",IC=-0.062
2018Q1,立即退役,"neg(ts_std(beta120,120))",IC=-0.045
2018Q1,复职,"ema(ts_corr(beta120,low,3),244)",场外IC=+0.092
2018Q1,复职,"ts_zscore(abs(returns),10)",场外IC=+0.159
2018Q1,入库,"delta(delay(open,40),60)",专属hs300 IC=+0.091 方向=+1
2018Q1,入库,"div(ts_std(low,10),volume)",专属hs300 IC=+0.032 方向=-1
2018Q1,入库,"ts_std(ts_zscore(returns,5),5)",专属hs300 IC=+0.032 方向=+1
2018Q1,入库,"sign(ts_argmax(close,60))",专属hs300 IC=+0.098 方向=-1
2018Q1,入库,"mul(beta120,ts_zscore(ts_argmax(amount,20),10))",专属hs300 IC=+0.018 方向=-1
2018Q1,入库,"delay(ts_tsi(ts_tsi(high,60),60),40)",专属hs300 IC=+0.081 方向=+1
2018Q1,入库,"neg(ts_zscore(ema(entropy120,3),120))",专属hs300 IC=+0.043 方向=+1
2018Q1,入库,"sub(neg(ts_std(div(volume,open),244)),div(abs(returns),open))",专属zz500 IC=+0.126 方向=-1
2018Q1,入库,"mul(neg(ts_std(div(volume,open),40)),div(entropy120,low))",专属zz500 IC=+0.120 方向=-1
2018Q1,入库,"ts_er(ts_slope(neg(volume),20),40)",专属zz500 IC=+0.022 方向=-1
2018Q1,入库,"div(volume,sign(delta(amount,40)))",专属zz500 IC=+0.133 方向=+1
2018Q1,入库,"abs(ts_sum(ssqrt(returns),10))",专属zz500 IC=+0.038 方向=+1
2018Q1,入库,"sub(sign(volume),abs(abs(ts_std(close,120))))",专属zz500 IC=+0.030 方向=-1
2018Q1,入库,"abs(mul(ts_mean(ts_argmax(beta120,120),60),returns))",专属zz1000 IC=+0.126 方向=+1
2018Q1,入库,"ts_std(ts_decay_linear(volume,20),5)",专属zz1000 IC=+0.034 方向=+1
2018Q1,入库,"abs(delta(returns,10))",专属zz1000 IC=+0.101 方向=+1
2018Q1,入库,"abs(slog(delta(volume,3)))",专属zz1000 IC=+0.016 方向=+1
2018Q1,入库,"abs(mul(volume,ts_std(close,3)))",专属zz1000 IC=+0.090 方向=+1
2018Q1,入库,"slog(div(close,low))",专属zz1000 IC=+0.075 方向=+1
2018Q1,入库,"ts_std(ts_std(returns,3),3)",专属zz1000 IC=+0.099 方向=+1
2018Q1,入库,"abs(delta(div(close,low),10))",专属zz1000 IC=+0.116 方向=+1
2018Q1,入库,"ts_tsi(abs(returns),244)",专属zz1000 IC=+0.114 方向=+1
2018Q1,入库,"abs(mul(ts_mean(abs(returns),244),ts_zscore(open,3)))",专属zz1000 IC=+0.097 方向=+1
2018Q1,入库,"ts_rank(ts_rank(ts_rank(ts_rank(ts_er(open,40),5),5),120),120)",专属cyb IC=+0.054 方向=-1
2018Q1,入库,"ts_rank(ts_std(returns,20),120)",专属cyb IC=+0.088 方向=+1
2018Q1,入库,"ts_argmax(delay(returns,40),5)",专属cyb IC=+0.026 方向=-1
2018Q1,入库,"ts_std(ema(high,10),10)",专属cyb IC=+0.131 方向=+1
2018Q1,入库,"ts_tsi(ts_rank(open,5),40)",专属cyb IC=+0.088 方向=-1
2018Q1,入库,"ts_std(abs(neg(returns)),3)",专属cyb IC=+0.065 方向=+1
2018Q1,入库,"ts_tsi(entropy120,3)",专属cyb IC=+0.088 方向=+1
2018Q1,入库,"ts_argmax(neg(returns),5)",专属cyb IC=+0.039 方向=+1
2018Q1,入库,"ts_rank(ts_zscore(open,3),120)",专属cyb IC=+0.064 方向=-1
2018Q1,入库,"ts_argmin(abs(returns),3)",专属cyb IC=+0.039 方向=+1
2018Q1,入库,"ts_corr(high,high,40)",专属hongli IC=+0.086 方向=+1
2018Q1,入库,"div(ts_argmax(high,3),mul(abs(returns),volume))",专属hongli IC=+0.050 方向=-1
2018Q1,入库,"div(high,mul(ts_mean(ts_er(open,3),244),volume))",专属hongli IC=+0.073 方向=+1
2018Q1,入库,"div(ts_argmax(div(ts_argmax(high,60),mul(volume,mul(volume,volume))),60),mul(abs",专属hongli IC=+0.063 方向=-1
2018Q2,立即退役,"abs(div(ts_sum(amount,244),mul(returns,ts_decay_linear(ts_ts",IC=-0.039
2018Q2,立即退役,"ts_zscore(ts_zscore(ts_slope(ts_rank(returns,5),5),5),120)",IC=-0.029
2018Q2,黄牌退役,"ts_corr(ts_zscore(high,40),close,120)",IC=-0.018
2018Q2,立即退役,"ts_max(low,244)",IC=-0.030
2018Q2,立即退役,"ts_rank(div(low,close),5)",IC=-0.047
2018Q2,立即退役,"sub(ts_decay_linear(ts_tsi(returns,40),3),ts_tsi(volume,244)",IC=-0.043
2018Q2,立即退役,"ts_min(high,244)",IC=-0.070
2018Q2,立即退役,"ts_er(volume,244)",IC=-0.044
2018Q2,立即退役,"abs(slog(delta(volume,3)))",IC=-0.124
2018Q2,复职,"div(ts_max(delay(beta120,120),244),ssqrt(ts_slope(high,120))",场外IC=+0.024
2018Q2,复职,"ts_max(ts_tsi(mul(returns,returns),60),3)",场外IC=+0.113
2018Q2,入库,"ts_rank(ts_rank(sub(low,high),244),5)",专属hs300 IC=+0.063 方向=-1
2018Q2,入库,"ts_argmax(volume,5)",专属hs300 IC=+0.049 方向=-1
2018Q2,入库,"slog(mul(ts_argmax(beta120,20),ts_sum(amount,3)))",专属hs300 IC=+0.026 方向=+1
2018Q2,入库,"ts_argmax(add(high,neg(close)),5)",专属hs300 IC=+0.047 方向=-1
2018Q2,入库,"ts_argmax(add(high,neg(ts_rank(low,3))),5)",专属hs300 IC=+0.044 方向=-1
2018Q2,入库,"ts_rank(sub(close,high),244)",专属hs300 IC=+0.069 方向=-1
2018Q2,入库,"div(ts_std(volume,120),open)",专属zz500 IC=+0.231 方向=+1
2018Q2,入库,"div(ts_std(ts_std(volume,5),10),open)",专属zz500 IC=+0.049 方向=+1
2018Q2,入库,"ts_std(delta(volume,60),10)",专属zz500 IC=+0.071 方向=+1
2018Q2,入库,"abs(mul(delta(volume,5),returns))",专属zz1000 IC=+0.085 方向=+1
2018Q2,入库,"abs(mul(ts_slope(abs(returns),120),returns))",专属zz1000 IC=+0.075 方向=+1
2018Q2,入库,"abs(mul(ts_argmax(entropy120,120),returns))",专属zz1000 IC=+0.125 方向=+1
2018Q2,入库,"ts_std(div(close,low),3)",专属zz1000 IC=+0.121 方向=+1
2018Q2,入库,"ts_std(close,3)",专属zz1000 IC=+0.129 方向=+1
2018Q2,入库,"mul(ts_zscore(ts_rank(ts_rank(ts_rank(returns,120),120),5),5),ts_corr(ts_decay_l",专属cyb IC=+0.050 方向=+1
2018Q2,入库,"ts_rank(neg(div(returns,ts_sum(returns,40))),5)",专属cyb IC=+0.069 方向=-1
2018Q2,入库,"neg(div(high,ts_zscore(returns,5)))",专属cyb IC=+0.035 方向=-1
2018Q2,入库,"mul(ts_zscore(ts_rank(ts_rank(ts_rank(returns,120),120),5),5),ts_decay_linear(re",专属cyb IC=+0.067 方向=+1
2018Q2,入库,"ts_std(ts_slope(open,3),5)",专属cyb IC=+0.084 方向=+1
2018Q2,入库,"ts_argmin(slog(ts_std(amount,120)),3)",专属cyb IC=+0.055 方向=+1
2018Q2,入库,"ts_argmin(slog(ts_std(volume,120)),3)",专属cyb IC=+0.061 方向=+1
2018Q2,入库,"div(volume,sub(ts_std(ssqrt(volume),5),close))",专属hongli IC=+0.023 方向=+1
2018Q2,入库,"ts_std(abs(div(ts_argmax(low,120),ts_decay_linear(amount,244))),5)",专属hongli IC=+0.029 方向=-1
2018Q2,入库,"div(ts_std(ssqrt(add(mul(beta120,close),ts_slope(entropy120,120))),5),low)",专属hongli IC=+0.058 方向=+1
2018Q2,入库,"ts_std(abs(ts_std(open,244)),5)",专属hongli IC=+0.060 方向=+1
2018Q2,入库,"ts_corr(ts_er(open,120),high,3)",专属hongli IC=+0.125 方向=+1
2018Q3,立即退役,"ts_zscore(sub(high,low),244)",IC=-0.030
2018Q3,立即退役,"ts_argmax(mul(ts_mean(close,3),div(low,volume)),60)",IC=-0.024
2018Q3,立即退役,"ts_max(ts_argmax(volume,3),3)",IC=-0.033
2018Q3,立即退役,"div(ts_decay_linear(sub(close,returns),3),low)",IC=-0.037
2018Q3,立即退役,"div(abs(ts_argmax(abs(returns),120)),abs(div(close,abs(retur",IC=-0.057
2018Q3,立即退役,"div(high,low)",IC=-0.027
2018Q3,立即退役,"div(abs(div(delta(ts_tsi(high,5),60),abs(returns))),ts_sum(a",IC=-0.022
2018Q3,立即退役,"ts_slope(volume,5)",IC=-0.065
2018Q3,黄牌退役,"ts_argmax(delay(open,40),60)",IC=-0.016
2018Q3,立即退役,"add(abs(ts_slope(volume,3)),ts_zscore(slog(returns),120))",IC=-0.023
2018Q3,立即退役,"div(delta(volume,3),ts_std(returns,3))",IC=-0.069
2018Q3,立即退役,"div(ts_er(sub(low,close),40),open)",IC=-0.045
2018Q3,立即退役,"div(delay(entropy120,40),sub(high,low))",IC=-0.035
2018Q3,立即退役,"div(ts_tsi(ema(volume,3),3),abs(ssqrt(low)))",IC=-0.031
2018Q3,立即退役,"ts_max(ts_zscore(ts_std(volume,244),40),120)",IC=-0.060
2018Q3,立即退役,"ts_argmin(div(open,high),5)",IC=-0.024
2018Q3,立即退役,"ts_zscore(ts_slope(ts_rank(returns,244),5),5)",IC=-0.087
2018Q3,立即退役,"ts_er(neg(mul(volume,returns)),3)",IC=-0.021
2018Q3,立即退役,"ts_zscore(delta(volume,60),3)",IC=-0.031
2018Q3,立即退役,"ts_slope(amount,5)",IC=-0.064
2018Q3,立即退役,"ts_tsi(ts_argmax(ts_tsi(entropy120,60),120),244)",IC=-0.048
2018Q3,立即退役,"abs(ts_tsi(returns,120))",IC=-0.065
2018Q3,立即退役,"abs(ts_max(ssqrt(ema(returns,40)),3))",IC=-0.052
2018Q3,立即退役,"mul(ts_max(mul(ts_max(returns,20),ts_rank(ts_zscore(returns,",IC=-0.055
2018Q3,立即退役,"mul(ts_max(returns,20),ts_rank(delta(returns,3),3))",IC=-0.078
2018Q3,立即退役,"mul(ts_max(mul(ts_max(returns,20),ts_er(delta(open,120),60))",IC=-0.079
2018Q3,立即退役,"mul(ts_max(returns,20),ts_rank(ts_std(returns,3),5))",IC=-0.059
2018Q3,立即退役,"sub(div(open,high),ts_max(delta(delay(returns,10),244),60))",IC=-0.053
2018Q3,立即退役,"ts_zscore(sub(high,open),20)",IC=-0.073
2018Q3,立即退役,"ts_std(ts_zscore(returns,5),5)",IC=-0.034
2018Q3,立即退役,"ts_er(ts_slope(neg(volume),20),40)",IC=-0.027
2018Q3,立即退役,"div(volume,sign(delta(amount,40)))",IC=-0.056
2018Q3,立即退役,"ts_rank(ts_rank(ts_rank(ts_rank(ts_er(open,40),5),5),120),12",IC=-0.085
2018Q3,立即退役,"ts_argmax(delay(returns,40),5)",IC=-0.062
2018Q3,立即退役,"ts_rank(ts_zscore(open,3),120)",IC=-0.021
2018Q3,立即退役,"ts_corr(high,high,40)",IC=-0.027
2018Q3,立即退役,"ts_argmax(add(high,neg(ts_rank(low,3))),5)",IC=-0.043
2018Q3,立即退役,"mul(ts_zscore(ts_rank(ts_rank(ts_rank(returns,120),120),5),5",IC=-0.023
2018Q3,立即退役,"neg(div(high,ts_zscore(returns,5)))",IC=-0.023
2018Q3,立即退役,"ts_argmin(slog(ts_std(volume,120)),3)",IC=-0.025
2018Q3,立即退役,"ts_std(abs(ts_std(open,244)),5)",IC=-0.103
2018Q3,复职,"abs(div(ts_sum(ts_tsi(volume,10),244),mul(returns,volume)))",场外IC=+0.048
2018Q3,复职,"div(div(low,ts_std(mul(high,beta120),120)),entropy120)",场外IC=+0.194
2018Q3,复职,"add(ema(ts_er(volume,120),20),delta(ts_std(volume,120),10))",场外IC=+0.075
2018Q3,复职,"ts_argmax(delay(ts_min(low,3),5),40)",场外IC=+0.114
2018Q3,复职,"delta(delay(sub(high,open),60),20)",场外IC=+0.058
2018Q3,入库,"ts_zscore(abs(returns),3)",专属hs300 IC=+0.064 方向=+1
2018Q3,入库,"div(low,sub(ts_zscore(amount,40),ts_min(returns,244)))",专属hs300 IC=+0.024 方向=+1
2018Q3,入库,"ts_tsi(volume,3)",专属hs300 IC=+0.035 方向=+1
2018Q3,入库,"add(ssqrt(ts_max(returns,3)),abs(returns))",专属zz500 IC=+0.023 方向=+1
2018Q3,入库,"div(ssqrt(ts_er(div(low,close),5)),close)",专属zz500 IC=+0.023 方向=-1
2018Q3,入库,"ts_tsi(abs(returns),10)",专属zz500 IC=+0.133 方向=+1
2018Q3,入库,"add(ssqrt(ts_max(entropy120,3)),ssqrt(slog(abs(returns))))",专属zz500 IC=+0.073 方向=+1
2018Q3,入库,"neg(ts_argmax(amount,20))",专属zz500 IC=+0.028 方向=+1
2018Q3,入库,"ts_std(ssqrt(abs(div(low,close))),3)",专属zz1000 IC=+0.102 方向=+1
2018Q3,入库,"ssqrt(abs(div(ts_decay_linear(slog(returns),120),close)))",专属zz1000 IC=+0.104 方向=+1
2018Q3,入库,"ts_std(mul(ts_zscore(beta120,10),ts_min(beta120,244)),3)",专属zz1000 IC=+0.061 方向=+1
2018Q3,入库,"div(low,close)",专属zz1000 IC=+0.062 方向=-1
2018Q3,入库,"ts_std(ts_rank(returns,60),5)",专属zz1000 IC=+0.140 方向=+1
2018Q3,入库,"abs(delta(sub(beta120,low),20))",专属zz1000 IC=+0.143 方向=+1
2018Q3,入库,"delay(delta(ts_corr(open,delta(high,3),244),60),5)",专属cyb IC=+0.030 方向=+1
2018Q3,入库,"div(low,ts_zscore(returns,5))",专属cyb IC=+0.034 方向=+1
2018Q3,入库,"ts_std(returns,10)",专属cyb IC=+0.072 方向=+1
2018Q3,入库,"ts_zscore(sub(low,sub(high,open)),5)",专属cyb IC=+0.052 方向=-1
2018Q3,入库,"delay(delta(ts_corr(open,div(low,close),244),3),5)",专属cyb IC=+0.019 方向=-1
2018Q3,入库,"ts_rank(mul(ts_zscore(close,10),ts_er(volume,244)),60)",专属hongli IC=+0.074 方向=+1
2018Q3,入库,"ts_argmax(div(abs(low),ts_sum(volume,5)),3)",专属hongli IC=+0.044 方向=+1
2018Q3,入库,"div(mul(volume,ts_std(returns,20)),div(mul(volume,ts_std(returns,3)),low))",专属hongli IC=+0.032 方向=-1
2018Q3,入库,"mul(delay(ema(returns,120),60),ts_std(returns,3))",专属hongli IC=+0.030 方向=+1
2018Q3,入库,"div(mul(volume,ts_std(returns,3)),mul(ts_tsi(close,10),low))",专属hongli IC=+0.029 方向=+1
